#Container_ID	Start_Node_ID	End_Node_ID	Order	Bottom Price	From	To	Release time	Due time	Expected transport time	Priority	Bid price	Transport Together?
58	127	824	45	14998	2	24	6	33	27	-1	16998	Free
59	155	867	46	13452	5	17	7	35	28	-1	15202	Free
60	156	869	47	14790	6	19	7	35	28	-1	16540	Free
61	7	719	48	13339	7	19	1	29	28	-1	15089	Free
62	130	967	49	13452	5	17	6	39	33	-1	13952	Free
63	155	894	50	14893	5	19	7	36	29	-1	16393	Free
64	155	944	50	14893	5	19	7	38	31	-1	15893	Free
65	252	995	51	13620	2	20	11	40	29	-1	15120	Free
66	2	795	52	13620	2	20	1	32	31	-1	14620	Free
67	2	895	52	13620	2	20	1	36	35	-1	13620	Free
68	82	769	53	13339	7	19	4	31	27	-1	15339	Free
69	82	869	53	13339	7	19	4	35	31	-1	14339	Free
70	82	894	53	13339	7	19	4	36	32	-1	14089	Free
71	154	875	54	14312	4	25	7	35	28	-1	16062	Free
72	154	900	54	14312	4	25	7	36	29	-1	15812	Free
73	59	821	55	13225	9	21	3	33	30	-1	14475	Free
74	134	899	56	13886	9	24	6	36	30	-1	15136	Free
75	156	996	57	14904	6	21	7	40	33	-1	15404	Free
76	204	950	58	14312	4	25	9	38	29	-1	15812	Free
77	152	870	59	13620	2	20	7	35	28	-1	15370	Free
78	179	900	60	14312	4	25	8	36	28	-1	16062	Free
79	133	819	61	13408	8	19	6	33	27	-1	15408	Free
80	30	923	62	13068	5	23	2	37	35	-1	13068	Free
81	155	996	63	13797	5	21	7	40	33	-1	14297	Free
82	53	869	64	13026	3	19	3	35	32	-1	13776	Free
83	306	1000	65	13119	6	25	13	40	27	-1	15119	Free
84	107	872	66	13887	7	22	5	35	30	-1	15137	Free
85	258	999	67	13286	8	24	11	40	29	-1	14786	Free
86	127	944	68	13373	2	19	6	38	32	-1	14123	Free
87	127	919	68	13373	2	19	6	37	31	-1	14373	Free
88	127	869	68	13373	2	19	6	35	29	-1	14873	Free
89	1	898	69	13355	1	23	1	36	35	-1	13355	Free
90	106	798	70	14817	6	23	5	32	27	-1	16817	Free
91	52	799	71	14998	2	24	3	32	29	-1	16498	Free
92	52	874	71	14998	2	24	3	35	32	-1	15748	Free
93	59	845	72	13140	9	20	3	34	31	-1	14140	Free
94	59	945	72	13140	9	20	3	38	35	-1	13140	Free
95	134	948	73	14566	9	23	6	38	32	-1	15316	Free
96	26	746	74	14700	1	21	2	30	28	-1	16450	Free
97	80	900	75	13151	5	25	4	36	32	-1	13901	Free
98	84	823	76	14566	9	23	4	33	29	-1	16066	Free
99	5	818	77	13060	5	18	1	33	32	-1	13810	Free
100	59	825	78	14278	9	25	3	33	30	-1	15528	Free
101	154	973	79	14117	4	23	7	39	32	-1	14867	Free
102	154	848	79	14117	4	23	7	34	27	-1	16117	Free
103	26	773	80	13355	1	23	2	31	29	-1	14855	Free
104	232	945	81	13835	7	20	10	38	28	-1	15585	Free
105	28	894	82	13026	3	19	2	36	34	-1	13276	Free
106	28	794	82	13026	3	19	2	32	30	-1	14276	Free
107	4	724	83	13282	4	24	1	29	28	-1	15032	Free
108	254	999	84	13282	4	24	11	40	29	-1	14782	Free
109	207	947	85	13887	7	22	9	38	29	-1	15387	Free
110	2	844	86	13373	2	19	1	34	33	-1	13873	Free
111	226	1000	87	13655	1	25	10	40	30	-1	14905	Free
112	34	925	88	14278	9	25	2	37	35	-1	14278	Free
113	133	997	89	13967	8	22	6	40	34	-1	14217	Free
114	126	970	90	13089	1	20	6	39	33	-1	13589	Free
115	55	743	91	13060	5	18	3	30	27	-1	15060	Free
116	55	843	91	13060	5	18	3	34	31	-1	14060	Free
117	55	818	91	13060	5	18	3	33	30	-1	14310	Free
118	134	824	92	13886	9	24	6	33	27	-1	15886	Free
119	233	949	93	13286	8	24	10	38	28	-1	15036	Free
120	127	918	94	13062	2	18	6	37	31	-1	14062	Free
121	228	993	95	13264	3	18	10	40	30	-1	14514	Free
122	103	798	96	14916	3	23	5	32	27	-1	16916	Free
123	82	917	97	13023	7	17	4	37	33	-1	13523	Free
124	84	800	98	14278	9	25	4	32	28	-1	16028	Free
125	84	775	98	14278	9	25	4	31	27	-1	16278	Free
126	102	793	99	13062	2	18	5	32	27	-1	15062	Free
127	102	968	99	13062	2	18	5	39	34	-1	13312	Free
128	179	923	100	14117	4	23	8	37	29	-1	15617	Free
129	158	949	101	13286	8	24	7	38	31	-1	14286	Free
130	5	724	102	14686	5	24	1	29	28	-1	16436	Free
131	79	798	103	14117	4	23	4	32	28	-1	15867	Free
132	130	1000	104	13151	5	25	6	40	34	-1	13401	Free
133	202	999	105	14998	2	24	9	40	31	-1	15998	Free
134	106	842	106	13511	6	17	5	34	29	-1	15011	Free
135	107	842	107	13023	7	17	5	34	29	-1	14523	Free
136	107	967	107	13023	7	17	5	39	34	-1	13273	Free
137	201	920	108	13089	1	20	9	37	28	-1	14839	Free
138	201	995	108	13089	1	20	9	40	31	-1	14089	Free
139	81	771	109	14904	6	21	4	31	27	-1	16904	Free
140	76	845	110	13089	1	20	4	34	30	-1	14339	Free
141	34	721	111	13225	9	21	2	29	27	-1	15225	Free
142	33	717	112	13295	8	17	2	29	27	-1	15295	Free
143	102	900	113	13959	2	25	5	36	31	-1	14959	Free
144	206	996	114	14904	6	21	9	40	31	-1	15904	Free
145	206	946	114	14904	6	21	9	38	29	-1	16404	Free
146	206	925	115	13119	6	25	9	37	28	-1	14869	Free
147	206	950	115	13119	6	25	9	38	29	-1	14619	Free
148	77	848	116	14579	2	23	4	34	30	-1	15829	Free
149	77	773	116	14579	2	23	4	31	27	-1	16579	Free
150	131	975	117	13119	6	25	6	39	33	-1	13619	Free
151	131	900	117	13119	6	25	6	36	30	-1	14369	Free
152	130	874	118	14686	5	24	6	35	29	-1	16186	Free
153	128	900	119	14873	3	25	6	36	30	-1	16123	Free
154	128	1000	119	14873	3	25	6	40	34	-1	15123	Free
155	5	823	120	13068	5	23	1	33	32	-1	13818	Free
156	226	974	121	13912	1	24	10	39	29	-1	15412	Free
157	226	999	121	13912	1	24	10	40	30	-1	15162	Free
158	129	918	122	13428	4	18	6	37	31	-1	14428	Free
159	76	775	123	13655	1	25	4	31	27	-1	15655	Free
160	231	948	124	14817	6	23	10	38	28	-1	16567	Free
161	231	973	124	14817	6	23	10	39	29	-1	16317	Free
162	278	1000	125	14873	3	25	12	40	28	-1	16623	Free
163	226	924	126	13912	1	24	10	37	27	-1	15912	Free
164	77	850	127	13959	2	25	4	34	30	-1	15209	Free
165	77	950	127	13959	2	25	4	38	34	-1	14209	Free
166	77	923	128	14579	2	23	4	37	33	-1	15079	Free
167	252	992	129	13299	2	17	11	40	29	-1	14799	Free
168	226	946	130	14700	1	21	10	38	28	-1	16450	Free
169	131	825	131	13119	6	25	6	33	27	-1	15119	Free
170	184	943	132	13548	9	18	8	38	30	-1	14798	Free
171	184	867	133	14405	9	17	8	35	27	-1	16405	Free
172	207	998	134	14994	7	23	9	40	31	-1	15994	Free
173	207	948	134	14994	7	23	9	38	29	-1	16494	Free
174	78	817	135	14555	3	17	4	33	29	-1	16055	Free
175	78	967	135	14555	3	17	4	39	35	-1	14555	Free
176	55	793	136	13060	5	18	3	32	29	-1	14560	Free
177	101	818	137	13840	1	18	5	33	28	-1	15590	Free
178	234	943	138	13548	9	18	10	38	28	-1	15298	Free
179	176	921	139	14700	1	21	8	37	29	-1	16200	Free
180	27	917	140	13299	2	17	2	37	35	-1	13299	Free
181	57	850	141	13326	7	25	3	34	31	-1	14326	Free
182	201	996	142	14700	1	21	9	40	31	-1	15700	Free
183	277	971	143	14931	2	21	12	39	27	-1	16931	Free
184	254	942	144	13767	4	17	11	38	27	-1	15767	Free
185	205	968	145	13060	5	18	9	39	30	-1	14310	Free
186	4	849	146	13282	4	24	1	34	33	-1	13782	Free
187	4	824	147	13282	4	24	1	33	32	-1	14032	Free
188	183	970	148	13774	8	20	8	39	31	-1	14774	Free
189	183	870	148	13774	8	20	8	35	27	-1	15774	Free
190	258	942	149	13295	8	17	11	38	27	-1	15295	Free
191	78	868	150	13264	3	18	4	35	31	-1	14264	Free
192	54	793	151	13428	4	18	3	32	29	-1	14928	Free
193	81	773	152	14817	6	23	4	31	27	-1	16817	Free
194	81	798	152	14817	6	23	4	32	28	-1	16567	Free
195	102	898	153	14579	2	23	5	36	31	-1	15579	Free
196	128	820	154	13922	3	20	6	33	27	-1	15922	Free
197	178	893	155	13264	3	18	8	36	28	-1	15014	Free
198	3	720	156	13922	3	20	1	29	28	-1	15672	Free
199	183	894	157	13408	8	19	8	36	28	-1	15158	Free
200	34	794	158	14122	9	19	2	32	30	-1	15372	Free
201	253	942	159	14555	3	17	11	38	27	-1	16555	Free
202	253	967	159	14555	3	17	11	39	28	-1	16305	Free
203	2	868	160	13062	2	18	1	35	34	-1	13312	Free
204	227	972	161	14927	2	22	10	39	29	-1	16427	Free
205	207	947	162	13887	7	22	9	38	29	-1	15387	Free
206	101	843	163	13840	1	18	5	34	29	-1	15340	Free
207	101	943	163	13840	1	18	5	38	33	-1	14340	Free
208	27	917	164	13299	2	17	2	37	35	-1	13299	Free
209	27	898	165	14579	2	23	2	36	34	-1	14829	Free
210	27	798	165	14579	2	23	2	32	30	-1	15829	Free
211	104	822	166	14266	4	22	5	33	28	-1	16016	Free
212	130	923	167	13068	5	23	6	37	31	-1	14068	Free
213	105	819	168	14893	5	19	5	33	28	-1	16643	Free
214	105	944	168	14893	5	19	5	38	33	-1	15393	Free
215	105	919	168	14893	5	19	5	37	32	-1	15643	Free
216	227	949	169	14998	2	24	10	38	28	-1	16748	Free
217	77	794	170	13373	2	19	4	32	28	-1	15123	Free
218	76	817	171	14432	1	17	4	33	29	-1	15932	Free
219	76	942	171	14432	1	17	4	38	34	-1	14682	Free
220	76	892	171	14432	1	17	4	36	32	-1	15182	Free
221	77	867	172	13299	2	17	4	35	31	-1	14299	Free
222	77	942	172	13299	2	17	4	38	34	-1	13549	Free
223	254	995	173	14687	4	20	11	40	29	-1	16187	Free
224	30	918	174	13060	5	18	2	37	35	-1	13060	Free
225	177	998	175	14579	2	23	8	40	32	-1	15329	Free
226	177	973	175	14579	2	23	8	39	31	-1	15579	Free
227	183	869	176	13408	8	19	8	35	27	-1	15408	Free
228	183	894	176	13408	8	19	8	36	28	-1	15158	Free
229	279	974	177	13282	4	24	12	39	27	-1	15282	Free
230	203	945	178	13922	3	20	9	38	29	-1	15422	Free
231	231	919	179	14790	6	19	10	37	27	-1	16790	Free
232	231	974	180	13614	6	24	10	39	29	-1	15114	Free
233	152	944	181	13373	2	19	7	38	31	-1	14373	Free
234	1	896	182	14700	1	21	1	36	35	-1	14700	Free
235	280	997	183	14738	5	22	12	40	28	-1	16488	Free
236	183	995	184	13774	8	20	8	40	32	-1	14524	Free
237	252	995	185	13620	2	20	11	40	29	-1	15120	Free
238	78	824	186	14452	3	24	4	33	29	-1	15952	Free
239	301	1000	187	13655	1	25	13	40	27	-1	15655	Free
240	54	874	188	13282	4	24	3	35	32	-1	14032	Free
241	59	820	189	13140	9	20	3	33	30	-1	14390	Free
242	102	872	190	14927	2	22	5	35	30	-1	16177	Free
243	178	871	191	14005	3	21	8	35	27	-1	16005	Free
244	302	994	192	13373	2	19	13	40	27	-1	15373	Free
245	83	973	193	13115	8	23	4	39	35	-1	13115	Free
246	83	873	193	13115	8	23	4	35	31	-1	14115	Free
247	251	968	194	13840	1	18	11	39	28	-1	15590	Free
248	182	949	195	14702	7	24	8	38	30	-1	15952	Free
249	101	894	196	13869	1	19	5	36	31	-1	14869	Free
250	227	974	197	14998	2	24	10	39	29	-1	16498	Free
251	283	968	198	13155	8	18	12	39	27	-1	15155	Free
252	226	918	199	13840	1	18	10	37	27	-1	15840	Free
253	226	943	199	13840	1	18	10	38	28	-1	15590	Free
254	106	794	200	14790	6	19	5	32	27	-1	16790	Free
255	254	945	201	14687	4	20	11	38	27	-1	16687	Free
256	282	972	202	13887	7	22	12	39	27	-1	15887	Free
257	133	925	203	13994	8	25	6	37	31	-1	14994	Free
258	55	921	204	13797	5	21	3	37	34	-1	14047	Free
259	109	970	205	13140	9	20	5	39	34	-1	13390	Free
260	76	943	206	13840	1	18	4	38	34	-1	14090	Free
261	233	924	207	13286	8	24	10	37	27	-1	15286	Free
262	58	768	208	13155	8	18	3	31	28	-1	14905	Free
263	133	924	209	13286	8	24	6	37	31	-1	14286	Free
264	133	847	210	13967	8	22	6	34	28	-1	15717	Free
265	133	947	210	13967	8	22	6	38	32	-1	14717	Free
266	133	897	210	13967	8	22	6	36	30	-1	15217	Free
267	154	972	211	14266	4	22	7	39	32	-1	15016	Free
268	154	897	211	14266	4	22	7	36	29	-1	15766	Free
269	2	695	212	13620	2	20	1	28	27	-1	15620	Free
270	251	967	213	14432	1	17	11	39	28	-1	16182	Free
271	101	973	214	13355	1	23	5	39	34	-1	13605	Free
272	80	824	215	14686	5	24	4	33	29	-1	16186	Free
273	201	900	216	13655	1	25	9	36	27	-1	15655	Free
274	101	998	217	13355	1	23	5	40	35	-1	13355	Free
275	131	818	218	14903	6	18	6	33	27	-1	16903	Free
276	8	748	219	13115	8	23	1	30	29	-1	14615	Free
277	2	897	220	14927	2	22	1	36	35	-1	14927	Free
278	259	970	221	13140	9	20	11	39	28	-1	14890	Free
279	232	967	222	13023	7	17	10	39	29	-1	14523	Free
280	5	692	223	13452	5	17	1	28	27	-1	15452	Free
281	281	975	224	13119	6	25	12	39	27	-1	15119	Free
282	159	849	225	13886	9	24	7	34	27	-1	15886	Free
283	34	825	226	14278	9	25	2	33	31	-1	15278	Free
284	28	925	227	14873	3	25	2	37	35	-1	14873	Free
285	228	997	228	14901	3	22	10	40	30	-1	16151	Free
286	283	974	229	13286	8	24	12	39	27	-1	15286	Free
287	181	968	230	14903	6	18	8	39	31	-1	15903	Free
288	233	967	231	13295	8	17	10	39	29	-1	14795	Free
289	106	821	232	14904	6	21	5	33	28	-1	16654	Free
290	106	971	232	14904	6	21	5	39	34	-1	15154	Free
291	154	973	233	14117	4	23	7	39	32	-1	14867	Free
292	154	948	233	14117	4	23	7	38	31	-1	15117	Free
293	134	897	234	13713	9	22	6	36	30	-1	14963	Free
294	78	793	235	13264	3	18	4	32	28	-1	15014	Free
295	78	843	235	13264	3	18	4	34	30	-1	14514	Free
296	134	900	236	14278	9	25	6	36	30	-1	15528	Free
297	126	871	237	14700	1	21	6	35	29	-1	16200	Free
298	108	893	238	13155	8	18	5	36	31	-1	14155	Free
299	180	868	239	13060	5	18	8	35	27	-1	15060	Free
300	157	949	240	14702	7	24	7	38	31	-1	15702	Free
301	178	947	241	14901	3	22	8	38	30	-1	16151	Free
302	33	847	242	13967	8	22	2	34	32	-1	14717	Free
303	33	722	242	13967	8	22	2	29	27	-1	15967	Free
304	154	972	243	14266	4	22	7	39	32	-1	15016	Free
305	157	943	244	14075	7	18	7	38	31	-1	15075	Free
306	157	893	244	14075	7	18	7	36	29	-1	15575	Free
307	132	893	245	14075	7	18	6	36	30	-1	15325	Free
308	106	846	246	14904	6	21	5	34	29	-1	16404	Free
309	58	798	247	13115	8	23	3	32	29	-1	14615	Free
310	102	920	248	13620	2	20	5	37	32	-1	14370	Free
311	102	995	248	13620	2	20	5	40	35	-1	13620	Free
312	102	820	248	13620	2	20	5	33	28	-1	15370	Free
313	253	998	249	14916	3	23	11	40	29	-1	16416	Free
314	151	995	250	13089	1	20	7	40	33	-1	13589	Free
315	151	970	250	13089	1	20	7	39	32	-1	13839	Free
316	2	767	251	13299	2	17	1	31	30	-1	14549	Free
317	2	792	251	13299	2	17	1	32	31	-1	14299	Free
318	29	799	252	13282	4	24	2	32	30	-1	14532	Free
319	78	898	253	14916	3	23	4	36	32	-1	15666	Free
320	182	900	254	13326	7	25	8	36	28	-1	15076	Free
321	29	921	255	14710	4	21	2	37	35	-1	14710	Free
322	105	920	256	13980	5	20	5	37	32	-1	14730	Free
323	82	822	257	13887	7	22	4	33	29	-1	15387	Free
324	8	846	258	13229	8	21	1	34	33	-1	13729	Free
325	227	999	259	14998	2	24	10	40	30	-1	16248	Free
326	58	947	260	13967	8	22	3	38	35	-1	13967	Free
327	58	772	260	13967	8	22	3	31	28	-1	15717	Free
328	134	823	261	14566	9	23	6	33	27	-1	16566	Free
329	27	724	262	14998	2	24	2	29	27	-1	16998	Free
330	109	819	263	14122	9	19	5	33	28	-1	15872	Free
331	109	944	263	14122	9	19	5	38	33	-1	14622	Free
332	226	950	264	13655	1	25	10	38	28	-1	15405	Free
333	226	1000	264	13655	1	25	10	40	30	-1	14905	Free
334	132	848	265	14994	7	23	6	34	28	-1	16744	Free
335	82	875	266	13326	7	25	4	35	31	-1	14326	Free
336	259	943	267	13548	9	18	11	38	27	-1	15548	Free
337	32	824	268	14702	7	24	2	33	31	-1	15702	Free
338	178	922	269	14901	3	22	8	37	29	-1	16401	Free
339	84	773	270	14566	9	23	4	31	27	-1	16566	Free
340	84	898	270	14566	9	23	4	36	32	-1	15316	Free
341	152	846	271	14931	2	21	7	34	27	-1	16931	Free
342	77	893	272	13062	2	18	4	36	32	-1	13812	Free
343	82	770	273	13835	7	20	4	31	27	-1	15835	Free
344	202	944	274	13373	2	19	9	38	29	-1	14873	Free
345	201	995	275	13089	1	20	9	40	31	-1	14089	Free
346	79	871	276	14710	4	21	4	35	31	-1	15710	Free
347	103	846	277	14005	3	21	5	34	29	-1	15505	Free
348	34	848	278	14566	9	23	2	34	32	-1	15316	Free
349	304	992	279	13767	4	17	13	40	27	-1	15767	Free
350	78	950	280	14873	3	25	4	38	34	-1	15123	Free
351	106	918	281	14903	6	18	5	37	32	-1	15653	Free
352	105	871	282	13797	5	21	5	35	30	-1	15047	Free
353	107	969	283	13339	7	19	5	39	34	-1	13589	Free
354	107	994	283	13339	7	19	5	40	35	-1	13339	Free
355	256	994	284	14790	6	19	11	40	29	-1	16290	Free
356	34	771	285	13225	9	21	2	31	29	-1	14725	Free
357	4	721	286	14710	4	21	1	29	28	-1	16460	Free
358	1	892	287	14432	1	17	1	36	35	-1	14432	Free
359	279	995	288	14687	4	20	12	40	28	-1	16437	Free
360	180	942	289	13452	5	17	8	38	30	-1	14702	Free
361	31	924	290	13614	6	24	2	37	35	-1	13614	Free
362	154	968	291	13428	4	18	7	39	32	-1	14178	Free
363	31	750	292	13119	6	25	2	30	28	-1	14869	Free
364	31	770	293	14140	6	20	2	31	29	-1	15640	Free
365	31	920	293	14140	6	20	2	37	35	-1	14140	Free
366	31	745	293	14140	6	20	2	30	28	-1	15890	Free
367	31	795	293	14140	6	20	2	32	30	-1	15390	Free
368	134	973	294	14566	9	23	6	39	33	-1	15066	Free
369	52	950	295	13959	2	25	3	38	35	-1	13959	Free
370	182	975	296	13326	7	25	8	39	31	-1	14326	Free
371	182	925	296	13326	7	25	8	37	29	-1	14826	Free
372	257	945	297	13835	7	20	11	38	27	-1	15835	Free
373	257	995	297	13835	7	20	11	40	29	-1	15335	Free
374	81	794	298	14790	6	19	4	32	28	-1	16540	Free
375	133	898	299	13115	8	23	6	36	30	-1	14365	Free
376	133	848	299	13115	8	23	6	34	28	-1	14865	Free
377	26	817	300	14432	1	17	2	33	31	-1	15432	Free
378	101	969	301	13869	1	19	5	39	34	-1	14119	Free
379	8	800	302	13994	8	25	1	32	31	-1	14994	Free
380	8	875	302	13994	8	25	1	35	34	-1	14244	Free
381	4	822	303	14266	4	22	1	33	32	-1	15016	Free
382	4	897	303	14266	4	22	1	36	35	-1	14266	Free
383	128	949	304	14452	3	24	6	38	32	-1	15202	Free
384	106	900	305	13119	6	25	5	36	31	-1	14119	Free
385	106	850	305	13119	6	25	5	34	29	-1	14619	Free
386	106	875	305	13119	6	25	5	35	30	-1	14369	Free
387	280	997	306	14738	5	22	12	40	28	-1	16488	Free
388	134	875	307	14278	9	25	6	35	29	-1	15778	Free
389	152	924	308	14998	2	24	7	37	30	-1	16248	Free
390	78	818	309	13264	3	18	4	33	29	-1	14764	Free
391	78	868	309	13264	3	18	4	35	31	-1	14264	Free
392	54	824	310	13282	4	24	3	33	30	-1	14532	Free
393	177	970	311	13620	2	20	8	39	31	-1	14620	Free
394	155	993	312	13060	5	18	7	40	33	-1	13560	Free
395	207	920	313	13835	7	20	9	37	28	-1	15585	Free
396	31	792	314	13511	6	17	2	32	30	-1	14761	Free
397	57	770	315	13835	7	20	3	31	28	-1	15585	Free
398	284	975	316	14278	9	25	12	39	27	-1	16278	Free
399	57	842	317	13023	7	17	3	34	31	-1	14023	Free
400	33	773	318	13115	8	23	2	31	29	-1	14615	Free
401	33	823	318	13115	8	23	2	33	31	-1	14115	Free
402	57	843	319	14075	7	18	3	34	31	-1	15075	Free
403	57	918	319	14075	7	18	3	37	34	-1	14325	Free
404	177	917	320	13299	2	17	8	37	29	-1	14799	Free
405	204	974	321	13282	4	24	9	39	30	-1	14532	Free
406	204	949	321	13282	4	24	9	38	29	-1	14782	Free
407	1	842	322	14432	1	17	1	34	33	-1	14932	Free
408	1	692	322	14432	1	17	1	28	27	-1	16432	Free
409	84	847	323	13713	9	22	4	34	30	-1	14963	Free
410	176	870	324	13089	1	20	8	35	27	-1	15089	Free
411	305	992	325	13452	5	17	13	40	27	-1	15452	Free
412	204	970	326	14687	4	20	9	39	30	-1	15937	Free
413	6	819	327	14790	6	19	1	33	32	-1	15540	Free
414	6	694	327	14790	6	19	1	28	27	-1	16790	Free
415	6	894	327	14790	6	19	1	36	35	-1	14790	Free
416	57	750	328	13326	7	25	3	30	27	-1	15326	Free
417	131	921	329	14904	6	21	6	37	31	-1	15904	Free
418	5	894	330	14893	5	19	1	36	35	-1	14893	Free
419	177	968	331	13062	2	18	8	39	31	-1	14062	Free
420	106	925	332	13119	6	25	5	37	32	-1	13869	Free
421	106	875	332	13119	6	25	5	35	30	-1	14369	Free
422	4	746	333	14710	4	21	1	30	29	-1	16210	Free
423	4	771	333	14710	4	21	1	31	30	-1	15960	Free
424	4	846	333	14710	4	21	1	34	33	-1	15210	Free
425	58	873	334	13115	8	23	3	35	32	-1	13865	Free
426	131	824	335	13614	6	24	6	33	27	-1	15614	Free
427	131	849	335	13614	6	24	6	34	28	-1	15364	Free
428	251	972	336	13375	1	22	11	39	28	-1	15125	Free
429	308	993	337	13155	8	18	13	40	27	-1	15155	Free
430	102	970	338	13620	2	20	5	39	34	-1	13870	Free
431	181	868	339	14903	6	18	8	35	27	-1	16903	Free
432	181	918	339	14903	6	18	8	37	29	-1	16403	Free
433	207	895	340	13835	7	20	9	36	27	-1	15835	Free
434	156	972	341	14682	6	22	7	39	32	-1	15432	Free
435	156	947	341	14682	6	22	7	38	31	-1	15682	Free
436	233	968	342	13155	8	18	10	39	29	-1	14655	Free
437	152	844	343	13373	2	19	7	34	27	-1	15373	Free
438	77	873	344	14579	2	23	4	35	31	-1	15579	Free
439	277	994	345	13373	2	19	12	40	28	-1	15123	Free
440	33	843	346	13155	8	18	2	34	32	-1	13905	Free
441	33	868	346	13155	8	18	2	35	33	-1	13655	Free
442	179	897	347	14266	4	22	8	36	28	-1	16016	Free
443	31	773	348	14817	6	23	2	31	29	-1	16317	Free
444	183	973	349	13115	8	23	8	39	31	-1	14115	Free
445	183	898	349	13115	8	23	8	36	28	-1	14865	Free
446	282	972	350	13887	7	22	12	39	27	-1	15887	Free
447	158	900	351	13994	8	25	7	36	29	-1	15494	Free
448	54	920	352	14687	4	20	3	37	34	-1	14937	Free
449	54	745	352	14687	4	20	3	30	27	-1	16687	Free
450	78	800	353	14873	3	25	4	32	28	-1	16623	Free
451	76	973	354	13355	1	23	4	39	35	-1	13355	Free
452	76	942	355	14432	1	17	4	38	34	-1	14682	Free
453	107	947	356	13887	7	22	5	38	33	-1	14387	Free
454	206	923	357	14817	6	23	9	37	28	-1	16567	Free
455	206	898	357	14817	6	23	9	36	27	-1	16817	Free
456	53	875	358	14873	3	25	3	35	32	-1	15623	Free
457	53	800	358	14873	3	25	3	32	29	-1	16373	Free
458	57	850	359	13326	7	25	3	34	31	-1	14326	Free
459	57	775	359	13326	7	25	3	31	28	-1	15076	Free
460	8	746	360	13229	8	21	1	30	29	-1	14729	Free
461	3	818	361	13264	3	18	1	33	32	-1	14014	Free
