#Container_ID	Start_Node_ID	End_Node_ID	Order	Bottom Price	From	To	Release time	Due time	Expected transport time	Priority	Bid price	Transport Together?
92	283	921	80	13229	8	21	12	37	25	3	13629	Free
93	209	774	81	13886	9	24	9	31	22	3	15486	Free
94	358	999	82	13286	8	24	15	40	25	3	13686	Free
95	358	899	82	13286	8	24	15	36	21	3	15286	Free
96	157	721	83	14387	7	21	7	29	22	3	15987	Free
97	384	997	84	13713	9	22	16	40	24	3	14513	Free
98	79	747	85	14266	4	22	4	30	26	3	14266	Free
99	79	647	85	14266	4	22	4	26	22	3	15866	Free
100	55	643	86	13060	5	18	3	26	23	3	14260	Free
101	301	925	87	13655	1	25	13	37	24	3	14455	Free
102	209	744	88	14122	9	19	9	30	21	3	16122	Free
103	151	720	89	13089	1	20	7	29	22	3	14689	Free
104	433	994	90	13408	8	19	18	40	22	3	15008	Free
105	233	769	91	13408	8	19	10	31	21	3	15408	Free
106	233	794	91	13408	8	19	10	32	22	3	15008	Free
107	233	894	91	13408	8	19	10	36	26	3	13408	Free
108	84	647	92	13713	9	22	4	26	22	3	15313	Free
109	383	924	93	13286	8	24	16	37	21	3	15286	Free
110	383	949	93	13286	8	24	16	38	22	3	14886	Free
111	102	650	94	13959	2	25	5	26	21	3	15959	Free
112	57	625	95	13326	7	25	3	25	22	3	14926	Free
113	29	567	96	13767	4	17	2	23	21	3	15767	Free
114	359	992	97	14405	9	17	15	40	25	3	14805	Free
115	102	768	98	13062	2	18	5	31	26	3	13062	Free
116	102	718	98	13062	2	18	5	29	24	3	13862	Free
117	401	975	99	13655	1	25	17	39	22	3	15255	Free
118	80	645	100	13980	5	20	4	26	22	3	15580	Free
119	284	950	101	14278	9	25	12	38	26	3	14278	Free
120	82	697	102	13887	7	22	4	28	24	3	14687	Free
121	234	867	103	14405	9	17	10	35	25	3	14805	Free
122	154	723	104	14117	4	23	7	29	22	3	15717	Free
123	152	748	105	14579	2	23	7	30	23	3	15779	Free
124	152	798	105	14579	2	23	7	32	25	3	14979	Free
125	229	771	106	14710	4	21	10	31	21	3	16710	Free
126	84	674	107	13886	9	24	4	27	23	3	15086	Free
127	128	671	108	14005	3	21	6	27	21	3	16005	Free
128	79	693	109	13428	4	18	4	28	24	3	14228	Free
129	79	643	109	13428	4	18	4	26	22	3	15028	Free
130	79	743	109	13428	4	18	4	30	26	3	13428	Free
131	359	996	110	13225	9	21	15	40	25	3	13625	Free
132	178	824	111	14452	3	24	8	33	25	3	14852	Free
133	409	967	112	14405	9	17	17	39	22	3	16005	Free
134	282	948	113	14994	7	23	12	38	26	3	14994	Free
135	334	997	114	13713	9	22	14	40	26	3	13713	Free
136	277	950	115	13959	2	25	12	38	26	3	13959	Free
137	277	822	116	14927	2	22	12	33	21	3	16927	Free
138	277	872	116	14927	2	22	12	35	23	3	16127	Free
139	434	993	117	13548	9	18	18	40	22	3	15148	Free
140	277	847	118	14927	2	22	12	34	22	3	16527	Free
141	207	867	119	13023	7	17	9	35	26	3	13023	Free
142	430	969	120	14893	5	19	18	39	21	3	16893	Free
143	258	925	121	13994	8	25	11	37	26	3	13994	Free
144	253	919	122	13026	3	19	11	37	26	3	13026	Free
145	159	768	123	13548	9	18	7	31	24	3	14348	Free
146	2	671	124	14931	2	21	1	27	26	3	14931	Free
147	229	792	125	13767	4	17	10	32	22	3	15367	Free
148	234	767	126	14405	9	17	10	31	21	3	16405	Free
149	351	920	127	13089	1	20	15	37	22	3	14689	Free
150	351	945	127	13089	1	20	15	38	23	3	14289	Free
151	176	796	128	14700	1	21	8	32	24	3	15500	Free
152	9	644	129	14122	9	19	1	26	25	3	14522	Free
153	403	974	130	14452	3	24	17	39	22	3	16052	Free
154	403	949	130	14452	3	24	17	38	21	3	16452	Free
155	228	845	131	13922	3	20	10	34	24	3	14722	Free
156	54	675	132	14312	4	25	3	27	24	3	15112	Free
157	131	775	133	13119	6	25	6	31	25	3	13519	Free
158	230	772	134	14738	5	22	10	31	21	3	16738	Free
159	30	693	135	13060	5	18	2	28	26	3	13060	Free
160	30	593	135	13060	5	18	2	24	22	3	14660	Free
161	379	919	136	14494	4	19	16	37	21	3	16494	Free
162	130	700	137	13151	5	25	6	28	22	3	14751	Free
163	334	897	138	13713	9	22	14	36	22	3	15313	Free
164	459	994	139	14122	9	19	19	40	21	3	16122	Free
165	257	793	140	14075	7	18	11	32	21	3	16075	Free
166	257	893	140	14075	7	18	11	36	25	3	14475	Free
167	306	873	141	14817	6	23	13	35	22	3	16417	Free
168	357	892	142	13023	7	17	15	36	21	3	15023	Free
169	233	875	143	13994	8	25	10	35	25	3	14394	Free
170	255	793	144	13060	5	18	11	32	21	3	15060	Free
171	255	893	144	13060	5	18	11	36	25	3	13460	Free
172	101	647	145	13375	1	22	5	26	21	3	15375	Free
173	382	974	146	14702	7	24	16	39	23	3	15902	Free
174	26	670	147	13089	1	20	2	27	25	3	13489	Free
175	333	895	148	13774	8	20	14	36	22	3	15374	Free
176	357	942	149	13023	7	17	15	38	23	3	14223	Free
177	357	917	149	13023	7	17	15	37	22	3	14623	Free
178	276	871	150	14700	1	21	12	35	23	3	15900	Free
179	276	821	150	14700	1	21	12	33	21	3	16700	Free
180	358	896	151	13229	8	21	15	36	21	3	15229	Free
181	127	723	152	14579	2	23	6	29	23	3	15779	Free
182	127	698	152	14579	2	23	6	28	22	3	16179	Free
183	152	742	153	13299	2	17	7	30	23	3	14499	Free
184	129	768	154	13428	4	18	6	31	25	3	13828	Free
185	151	700	155	13655	1	25	7	28	21	3	15655	Free
186	57	718	156	14075	7	18	3	29	26	3	14075	Free
187	226	818	157	13840	1	18	10	33	23	3	15040	Free
188	57	643	158	14075	7	18	3	26	23	3	15275	Free
189	433	972	159	13967	8	22	18	39	21	3	15967	Free
190	255	848	160	13068	5	23	11	34	23	3	14268	Free
191	5	595	161	13980	5	20	1	24	23	3	15180	Free
192	455	1000	162	13151	5	25	19	40	21	3	15151	Free
193	334	896	163	13225	9	21	14	36	22	3	14825	Free
194	407	967	164	13023	7	17	17	39	22	3	14623	Free
195	277	895	165	13620	2	20	12	36	24	3	14420	Free
196	83	625	166	13994	8	25	4	25	21	3	15994	Free
197	284	894	167	14122	9	19	12	36	24	3	14922	Free
198	284	919	167	14122	9	19	12	37	25	3	14522	Free
199	206	869	168	14790	6	19	9	35	26	3	14790	Free
200	256	795	169	14140	6	20	11	32	21	3	16140	Free
201	459	1000	170	14278	9	25	19	40	21	3	16278	Free
202	78	622	171	14901	3	22	4	25	21	3	16901	Free
203	328	898	172	14916	3	23	14	36	22	3	16516	Free
204	358	948	173	13115	8	23	15	38	23	3	14315	Free
205	202	797	174	14927	2	22	9	32	23	3	16127	Free
206	284	944	175	14122	9	19	12	38	26	3	14122	Free
207	284	869	175	14122	9	19	12	35	23	3	15322	Free
208	182	768	176	14075	7	18	8	31	23	3	15275	Free
209	57	721	177	14387	7	21	3	29	26	3	14387	Free
210	381	942	178	13511	6	17	16	38	22	3	15111	Free
211	205	821	179	13797	5	21	9	33	24	3	14597	Free
212	31	623	180	14817	6	23	2	25	23	3	16017	Free
213	232	871	181	14387	7	21	10	35	25	3	14787	Free
214	232	846	181	14387	7	21	10	34	24	3	15187	Free
215	253	794	182	13026	3	19	11	32	21	3	15026	Free
216	253	894	182	13026	3	19	11	36	25	3	13426	Free
217	53	648	183	14916	3	23	3	26	23	3	16116	Free
218	53	623	183	14916	3	23	3	25	22	3	16516	Free
219	56	621	184	14904	6	21	3	25	22	3	16504	Free
220	28	667	185	14555	3	17	2	27	25	3	14955	Free
221	28	692	185	14555	3	17	2	28	26	3	14555	Free
222	26	624	186	13912	1	24	2	25	23	3	15112	Free
223	26	699	186	13912	1	24	2	28	26	3	13912	Free
224	184	825	187	14278	9	25	8	33	25	3	14678	Free
225	376	942	188	14432	1	17	16	38	22	3	16032	Free
226	376	992	188	14432	1	17	16	40	24	3	15232	Free
227	52	593	189	13062	2	18	3	24	21	3	15062	Free
228	354	994	190	14494	4	19	15	40	25	3	14894	Free
229	32	674	191	14702	7	24	2	27	25	3	15102	Free
230	259	844	192	14122	9	19	11	34	23	3	15322	Free
231	101	742	193	14432	1	17	5	30	25	3	14832	Free
232	101	692	193	14432	1	17	5	28	23	3	15632	Free
233	101	642	193	14432	1	17	5	26	21	3	16432	Free
234	159	749	194	13886	9	24	7	30	23	3	15086	Free
235	327	949	195	14998	2	24	14	38	24	3	15798	Free
236	406	992	196	13511	6	17	17	40	23	3	14711	Free
237	406	942	196	13511	6	17	17	38	21	3	15511	Free
238	102	719	197	13373	2	19	5	29	24	3	14173	Free
239	79	650	198	14312	4	25	4	26	22	3	15912	Free
240	58	644	199	13408	8	19	3	26	23	3	14608	Free
241	333	919	200	13408	8	19	14	37	23	3	14608	Free
242	333	994	200	13408	8	19	14	40	26	3	13408	Free
243	3	646	201	14005	3	21	1	26	25	3	14405	Free
244	209	742	202	14405	9	17	9	30	21	3	16405	Free
245	253	898	203	14916	3	23	11	36	25	3	15316	Free
246	407	998	204	14994	7	23	17	40	23	3	16194	Free
247	33	699	205	13286	8	24	2	28	26	3	13286	Free
248	278	895	206	13922	3	20	12	36	24	3	14722	Free
249	434	998	207	14566	9	23	18	40	22	3	16166	Free
250	333	924	208	13286	8	24	14	37	23	3	14486	Free
251	4	597	209	14266	4	22	1	24	23	3	15466	Free
252	279	870	210	14687	4	20	12	35	23	3	15887	Free
253	352	946	211	14931	2	21	15	38	23	3	16131	Free
254	383	973	212	13115	8	23	16	39	23	3	14315	Free
255	283	895	213	13774	8	20	12	36	24	3	14574	Free
256	283	870	213	13774	8	20	12	35	23	3	14974	Free
257	454	998	214	14117	4	23	19	40	21	3	16117	Free
258	427	974	215	14998	2	24	18	39	21	3	16998	Free
259	202	798	216	14579	2	23	9	32	23	3	15779	Free
260	251	820	217	13089	1	20	11	33	22	3	14689	Free
261	303	844	218	13026	3	19	13	34	21	3	15026	Free
262	408	997	219	13967	8	22	17	40	23	3	15167	Free
263	254	874	220	13282	4	24	11	35	24	3	14082	Free
264	408	950	221	13994	8	25	17	38	21	3	15994	Free
265	204	800	222	14312	4	25	9	32	23	3	15512	Free
266	176	723	223	13355	1	23	8	29	21	3	15355	Free
267	176	748	223	13355	1	23	8	30	22	3	14955	Free
268	182	725	224	13326	7	25	8	29	21	3	15326	Free
269	127	750	225	13959	2	25	6	30	24	3	14759	Free
270	7	649	226	14702	7	24	1	26	25	3	15102	Free
271	105	771	227	13797	5	21	5	31	26	3	13797	Free
272	105	746	227	13797	5	21	5	30	25	3	14197	Free
273	105	696	227	13797	5	21	5	28	23	3	14997	Free
274	305	970	228	13980	5	20	13	39	26	3	13980	Free
275	228	824	229	14452	3	24	10	33	23	3	15652	Free
276	228	799	229	14452	3	24	10	32	22	3	16052	Free
277	307	944	230	13339	7	19	13	38	25	3	13739	Free
278	307	894	230	13339	7	19	13	36	23	3	14539	Free
279	9	596	231	13225	9	21	1	24	23	3	14425	Free
280	9	571	231	13225	9	21	1	23	22	3	14825	Free
281	207	772	232	13887	7	22	9	31	22	3	15487	Free
282	7	546	233	14387	7	21	1	22	21	3	16387	Free
283	282	946	234	14387	7	21	12	38	26	3	14387	Free
284	384	942	235	14405	9	17	16	38	22	3	16005	Free
285	30	699	236	14686	5	24	2	28	26	3	14686	Free
286	30	599	236	14686	5	24	2	24	22	3	16286	Free
287	382	921	237	14387	7	21	16	37	21	3	16387	Free
288	80	699	238	14686	5	24	4	28	24	3	15486	Free
289	234	771	239	13225	9	21	10	31	21	3	15225	Free
290	76	649	240	13912	1	24	4	26	22	3	15512	Free
291	283	874	241	13286	8	24	12	35	23	3	14486	Free
292	283	849	241	13286	8	24	12	34	22	3	14886	Free
293	284	820	242	13140	9	20	12	33	21	3	15140	Free
294	83	670	243	13774	8	20	4	27	23	3	14974	Free
295	83	645	243	13774	8	20	4	26	22	3	15374	Free
296	377	974	244	14998	2	24	16	39	23	3	16198	Free
297	51	697	245	13375	1	22	3	28	25	3	13775	Free
298	128	675	246	14873	3	25	6	27	21	3	16873	Free
299	282	874	247	14702	7	24	12	35	23	3	15902	Free
300	134	774	248	13886	9	24	6	31	25	3	14286	Free
301	31	618	249	14903	6	18	2	25	23	3	16103	Free
302	31	643	249	14903	6	18	2	26	24	3	15703	Free
303	31	593	249	14903	6	18	2	24	22	3	16503	Free
304	34	672	250	13713	9	22	2	27	25	3	14113	Free
305	155	697	251	14738	5	22	7	28	21	3	16738	Free
306	182	846	252	14387	7	21	8	34	26	3	14387	Free
307	57	723	253	14994	7	23	3	29	26	3	14994	Free
308	178	792	254	14555	3	17	8	32	24	3	15355	Free
309	356	947	255	14682	6	22	15	38	23	3	15882	Free
310	301	967	256	14432	1	17	13	39	26	3	14432	Free
311	83	742	257	13295	8	17	4	30	26	3	13295	Free
312	405	996	258	13797	5	21	17	40	23	3	14997	Free
313	405	946	258	13797	5	21	17	38	21	3	15797	Free
314	233	893	259	13155	8	18	10	36	26	3	13155	Free
315	278	919	260	13026	3	19	12	37	25	3	13426	Free
316	357	968	261	14075	7	18	15	39	24	3	14875	Free
317	307	850	262	13326	7	25	13	34	21	3	15326	Free
318	307	975	262	13326	7	25	13	39	26	3	13326	Free
319	256	799	263	13614	6	24	11	32	21	3	15614	Free
320	184	774	264	13886	9	24	8	31	23	3	15086	Free
321	30	670	265	13980	5	20	2	27	25	3	14380	Free
322	331	870	266	14140	6	20	14	35	21	3	16140	Free
323	359	924	267	13886	9	24	15	37	22	3	15486	Free
324	359	899	267	13886	9	24	15	36	21	3	15886	Free
325	154	824	268	13282	4	24	7	33	26	3	13282	Free
326	134	718	269	13548	9	18	6	29	23	3	14748	Free
327	351	898	270	13355	1	23	15	36	21	3	15355	Free
328	309	871	271	13225	9	21	13	35	22	3	14825	Free
329	351	896	272	14700	1	21	15	36	21	3	16700	Free
330	234	868	273	13548	9	18	10	35	25	3	13948	Free
331	206	845	274	14140	6	20	9	34	25	3	14540	Free
332	384	975	275	14278	9	25	16	39	23	3	15478	Free
333	108	645	276	13774	8	20	5	26	21	3	15774	Free
334	108	670	276	13774	8	20	5	27	22	3	15374	Free
335	234	822	277	13713	9	22	10	33	23	3	14913	Free
336	256	821	278	14904	6	21	11	33	22	3	16504	Free
337	59	700	279	14278	9	25	3	28	25	3	14678	Free
338	59	600	279	14278	9	25	3	24	21	3	16278	Free
339	59	725	279	14278	9	25	3	29	26	3	14278	Free
340	132	700	280	13326	7	25	6	28	22	3	14926	Free
341	103	771	281	14005	3	21	5	31	26	3	14005	Free
342	103	646	281	14005	3	21	5	26	21	3	16005	Free
343	103	721	281	14005	3	21	5	29	24	3	14805	Free
344	252	898	282	14579	2	23	11	36	25	3	14979	Free
345	256	800	283	13119	6	25	11	32	21	3	15119	Free
346	352	995	284	13620	2	20	15	40	25	3	14020	Free
347	3	574	285	14452	3	24	1	23	22	3	16052	Free
348	254	872	286	14266	4	22	11	35	24	3	15066	Free
349	254	797	286	14266	4	22	11	32	21	3	16266	Free
350	230	800	287	13151	5	25	10	32	22	3	14751	Free
351	29	623	288	14117	4	23	2	25	23	3	15317	Free
352	305	917	289	13452	5	17	13	37	24	3	14252	Free
353	33	693	290	13155	8	18	2	28	26	3	13155	Free
354	377	1000	291	13959	2	25	16	40	24	3	14759	Free
355	128	720	292	13922	3	20	6	29	23	3	15122	Free
356	176	822	293	13375	1	22	8	33	25	3	13775	Free
357	381	994	294	14790	6	19	16	40	24	3	15590	Free
358	57	673	295	14994	7	23	3	27	24	3	15794	Free
359	155	800	296	13151	5	25	7	32	25	3	13551	Free
360	155	725	296	13151	5	25	7	29	22	3	14751	Free
361	229	817	297	13767	4	17	10	33	23	3	14967	Free
362	281	948	298	14817	6	23	12	38	26	3	14817	Free
363	51	620	299	13089	1	20	3	25	22	3	14689	Free
364	377	918	300	13062	2	18	16	37	21	3	15062	Free
365	352	969	301	13373	2	19	15	39	24	3	14173	Free
366	352	919	301	13373	2	19	15	37	22	3	14973	Free
367	352	894	301	13373	2	19	15	36	21	3	15373	Free
368	77	642	302	13299	2	17	4	26	22	3	14899	Free
369	231	893	303	14903	6	18	10	36	26	3	14903	Free
370	301	897	304	13375	1	22	13	36	23	3	14575	Free
371	58	622	305	13967	8	22	3	25	22	3	15567	Free
372	403	996	306	14005	3	21	17	40	23	3	15205	Free
373	29	674	307	13282	4	24	2	27	25	3	13682	Free
374	107	698	308	14994	7	23	5	28	23	3	16194	Free
375	103	642	309	14555	3	17	5	26	21	3	16555	Free
376	7	594	310	13339	7	19	1	24	23	3	14539	Free
377	254	792	311	13767	4	17	11	32	21	3	15767	Free
378	279	920	312	14687	4	20	12	37	25	3	15087	Free
379	330	944	313	14893	5	19	14	38	24	3	15693	Free
380	383	1000	314	13994	8	25	16	40	24	3	14794	Free
381	451	994	315	13869	1	19	19	40	21	3	15869	Free
382	152	819	316	13373	2	19	7	33	26	3	13373	Free
383	280	869	317	14893	5	19	12	35	23	3	16093	Free
384	3	574	318	14452	3	24	1	23	22	3	16052	Free
385	383	972	319	13967	8	22	16	39	23	3	15167	Free
386	159	823	320	14566	9	23	7	33	26	3	14566	Free
387	258	842	321	13295	8	17	11	34	23	3	14495	Free
388	34	674	322	13886	9	24	2	27	25	3	14286	Free
389	281	943	323	14903	6	18	12	38	26	3	14903	Free
390	305	975	324	13151	5	25	13	39	26	3	13151	Free
391	378	995	325	13922	3	20	16	40	24	3	14722	Free
392	308	973	326	13115	8	23	13	39	26	3	13115	Free
393	308	848	326	13115	8	23	13	34	21	3	15115	Free
394	308	873	326	13115	8	23	13	35	22	3	14715	Free
395	106	767	327	13511	6	17	5	31	26	3	13511	Free
396	257	800	328	13326	7	25	11	32	21	3	15326	Free
397	257	900	328	13326	7	25	11	36	25	3	13726	Free
398	257	875	328	13326	7	25	11	35	24	3	14126	Free
399	152	820	329	13620	2	20	7	33	26	3	13620	Free
400	55	668	330	13060	5	18	3	27	24	3	13860	Free
401	159	718	331	13548	9	18	7	29	22	3	15148	Free
402	206	868	332	14903	6	18	9	35	26	3	14903	Free
403	106	694	333	14790	6	19	5	28	23	3	15990	Free
404	357	900	334	13326	7	25	15	36	21	3	15326	Free
405	56	669	335	14790	6	19	3	27	24	3	15590	Free
406	331	868	336	14903	6	18	14	35	21	3	16903	Free
407	331	968	336	14903	6	18	14	39	25	3	15303	Free
408	426	999	337	13912	1	24	18	40	22	3	15512	Free
409	159	825	338	14278	9	25	7	33	26	3	14278	Free
410	159	775	338	14278	9	25	7	31	24	3	15078	Free
411	183	818	339	13155	8	18	8	33	25	3	13555	Free
412	156	823	340	14817	6	23	7	33	26	3	14817	Free
413	352	973	341	14579	2	23	15	39	24	3	15379	Free
414	352	948	341	14579	2	23	15	38	23	3	15779	Free
415	26	567	342	14432	1	17	2	23	21	3	16432	Free
416	26	692	342	14432	1	17	2	28	26	3	14432	Free
417	380	918	343	13060	5	18	16	37	21	3	15060	Free
418	51	598	344	13355	1	23	3	24	21	3	15355	Free
419	109	674	345	13886	9	24	5	27	22	3	15486	Free
420	280	922	346	14738	5	22	12	37	25	3	15138	Free
421	332	900	347	13326	7	25	14	36	22	3	14926	Free
422	154	699	348	13282	4	24	7	28	21	3	15282	Free
423	154	749	348	13282	4	24	7	30	23	3	14482	Free
424	209	823	349	14566	9	23	9	33	24	3	15366	Free
425	332	996	350	14387	7	21	14	40	26	3	14387	Free
426	158	824	351	13286	8	24	7	33	26	3	13286	Free
427	252	793	352	13062	2	18	11	32	21	3	15062	Free
428	252	843	352	13062	2	18	11	34	23	3	14262	Free
429	227	771	353	14931	2	21	10	31	21	3	16931	Free
430	258	794	354	13408	8	19	11	32	21	3	15408	Free
431	257	921	355	14387	7	21	11	37	26	3	14387	Free
432	257	896	355	14387	7	21	11	36	25	3	14787	Free
433	327	975	356	13959	2	25	14	39	25	3	14359	Free
434	256	924	357	13614	6	24	11	37	26	3	13614	Free
435	130	770	358	13980	5	20	6	31	25	3	14380	Free
436	28	700	359	14873	3	25	2	28	26	3	14873	Free
437	176	792	360	14432	1	17	8	32	24	3	15232	Free
438	6	648	361	14817	6	23	1	26	25	3	15217	Free
439	6	673	361	14817	6	23	1	27	26	3	14817	Free
440	79	669	362	14494	4	19	4	27	23	3	15694	Free
441	79	619	362	14494	4	19	4	25	21	3	16494	Free
442	79	647	363	14266	4	22	4	26	22	3	15866	Free
443	406	942	364	13511	6	17	17	38	21	3	15511	Free
444	278	874	365	14452	3	24	12	35	23	3	15652	Free
445	1	675	366	13655	1	25	1	27	26	3	13655	Free
446	4	618	367	13428	4	18	1	25	24	3	14228	Free
447	82	700	368	13326	7	25	4	28	24	3	14126	Free
448	127	747	369	14927	2	22	6	30	24	3	15727	Free
449	178	846	370	14005	3	21	8	34	26	3	14005	Free
450	206	746	371	14904	6	21	9	30	21	3	16904	Free
451	102	745	372	13620	2	20	5	30	25	3	14020	Free
452	331	971	373	14904	6	21	14	39	25	3	15304	Free
453	330	921	374	13797	5	21	14	37	23	3	14997	Free
454	330	996	374	13797	5	21	14	40	26	3	13797	Free
455	330	946	374	13797	5	21	14	38	24	3	14597	Free
456	203	867	375	14555	3	17	9	35	26	3	14555	Free
457	251	795	376	13089	1	20	11	32	21	3	15089	Free
458	6	549	377	13614	6	24	1	22	21	3	15614	Free
459	82	722	378	13887	7	22	4	29	25	3	14287	Free
460	452	997	379	14927	2	22	19	40	21	3	16927	Free
461	78	619	380	13026	3	19	4	25	21	3	15026	Free
462	78	669	380	13026	3	19	4	27	23	3	14226	Free
463	257	850	381	13326	7	25	11	34	23	3	14526	Free
464	302	897	382	14927	2	22	13	36	23	3	16127	Free
465	409	996	383	13225	9	21	17	40	23	3	14425	Free
466	131	746	384	14904	6	21	6	30	24	3	15704	Free
467	428	974	385	14452	3	24	18	39	21	3	16452	Free
468	82	749	386	14702	7	24	4	30	26	3	14702	Free
469	328	875	387	14873	3	25	14	35	21	3	16873	Free
470	232	770	388	13835	7	20	10	31	21	3	15835	Free
471	334	869	389	14122	9	19	14	35	21	3	16122	Free
472	177	771	390	14931	2	21	8	31	23	3	16131	Free
473	204	848	391	14117	4	23	9	34	25	3	14517	Free
474	209	744	392	14122	9	19	9	30	21	3	16122	Free
475	52	674	393	14998	2	24	3	27	24	3	15798	Free
476	256	821	394	14904	6	21	11	33	22	3	16504	Free
477	256	921	394	14904	6	21	11	37	26	3	14904	Free
