#Container_ID	Start_Node_ID	End_Node_ID	Order	Bottom Price	From	To	Release time	Due time	Expected transport time	Priority	Bid price	Transport Together?
88	434	842	68	14405	9	17	18	34	16	5	16005	Yes
89	434	917	68	14405	9	17	18	37	19	5	14805	Yes
90	1	421	69	14700	1	21	1	17	16	5	16300	Yes
91	378	900	70	14873	3	25	16	36	20	5	14873	Yes
92	301	817	71	14432	1	17	13	33	20	5	14432	Yes
93	301	717	71	14432	1	17	13	29	16	5	16032	Yes
94	358	746	72	13229	8	21	15	30	15	5	15229	Yes
95	580	998	73	13068	5	23	24	40	16	5	14668	Yes
96	29	425	74	14312	4	25	2	17	15	5	16312	Yes
97	557	992	75	13023	7	17	23	40	17	5	14223	Yes
98	283	799	76	13286	8	24	12	32	20	5	13286	Yes
99	330	720	77	13980	5	20	14	29	15	5	15980	Yes
100	330	770	77	13980	5	20	14	31	17	5	15180	Yes
101	159	596	78	13225	9	21	7	24	17	5	14425	Yes
102	455	892	79	13452	5	17	19	36	17	5	14652	Yes
103	182	599	80	14702	7	24	8	24	16	5	16302	Yes
104	182	624	80	14702	7	24	8	25	17	5	15902	Yes
105	256	672	81	14682	6	22	11	27	16	5	16282	Yes
106	103	595	82	13922	3	20	5	24	19	5	14322	Yes
107	103	570	82	13922	3	20	5	23	18	5	14722	Yes
108	28	449	83	14452	3	24	2	18	16	5	16052	Yes
109	358	750	84	13994	8	25	15	30	15	5	15994	Yes
110	353	768	85	13264	3	18	15	31	16	5	14864	Yes
111	380	792	86	13452	5	17	16	32	16	5	15052	Yes
112	380	867	86	13452	5	17	16	35	19	5	13852	Yes
113	380	767	86	13452	5	17	16	31	15	5	15452	Yes
114	153	599	87	14452	3	24	7	24	17	5	15652	Yes
115	184	618	88	13548	9	18	8	25	17	5	14748	Yes
116	6	522	89	14682	6	22	1	21	20	5	14682	Yes
117	458	848	90	13115	8	23	19	34	15	5	15115	Yes
118	427	823	91	14579	2	23	18	33	15	5	16579	Yes
119	57	443	92	14075	7	18	3	18	15	5	16075	Yes
120	455	971	93	13797	5	21	19	39	20	5	13797	Yes
121	455	871	93	13797	5	21	19	35	16	5	15397	Yes
122	402	844	94	13373	2	19	17	34	17	5	14573	Yes
123	532	917	95	13023	7	17	22	37	15	5	15023	Yes
124	58	468	96	13155	8	18	3	19	16	5	14755	Yes
125	27	444	97	13373	2	19	2	18	16	5	14973	Yes
126	504	973	98	14117	4	23	21	39	18	5	14917	Yes
127	504	898	98	14117	4	23	21	36	15	5	16117	Yes
128	452	968	99	13062	2	18	19	39	20	5	13062	Yes
129	307	767	100	13023	7	17	13	31	18	5	13823	Yes
130	284	770	101	13140	9	20	12	31	19	5	13540	Yes
131	434	899	102	13886	9	24	18	36	18	5	14686	Yes
132	434	924	102	13886	9	24	18	37	19	5	14286	Yes
133	452	924	103	14998	2	24	19	37	18	5	15798	Yes
134	459	848	104	14566	9	23	19	34	15	5	16566	Yes
135	580	972	105	14738	5	22	24	39	15	5	16738	Yes
136	453	848	106	14916	3	23	19	34	15	5	16916	Yes
137	331	823	107	14817	6	23	14	33	19	5	15217	Yes
138	208	692	108	13295	8	17	9	28	19	5	13695	Yes
139	232	618	109	14075	7	18	10	25	15	5	16075	Yes
140	558	975	110	13994	8	25	23	39	16	5	15594	Yes
141	558	950	110	13994	8	25	23	38	15	5	15994	Yes
142	327	718	111	13062	2	18	14	29	15	5	15062	Yes
143	255	767	112	13452	5	17	11	31	20	5	13452	Yes
144	531	942	113	13511	6	17	22	38	16	5	15111	Yes
145	301	822	114	13375	1	22	13	33	20	5	13375	Yes
146	182	624	115	14702	7	24	8	25	17	5	15902	Yes
147	434	924	116	13886	9	24	18	37	19	5	14286	Yes
148	204	617	117	13767	4	17	9	25	16	5	15367	Yes
149	458	892	118	13295	8	17	19	36	17	5	14495	Yes
150	228	722	119	14901	3	22	10	29	19	5	15301	Yes
151	282	742	120	13023	7	17	12	30	18	5	13823	Yes
152	282	667	120	13023	7	17	12	27	15	5	15023	Yes
153	482	993	121	14075	7	18	20	40	20	5	14075	Yes
154	482	968	121	14075	7	18	20	39	19	5	14475	Yes
155	477	900	122	13959	2	25	20	36	16	5	15559	Yes
156	477	950	122	13959	2	25	20	38	18	5	14759	Yes
157	579	998	123	14117	4	23	24	40	16	5	15717	Yes
158	503	975	124	14873	3	25	21	39	18	5	15673	Yes
159	503	950	124	14873	3	25	21	38	17	5	16073	Yes
160	454	896	125	14710	4	21	19	36	17	5	15910	Yes
161	454	871	125	14710	4	21	19	35	16	5	16310	Yes
162	227	720	126	13620	2	20	10	29	19	5	14020	Yes
163	133	648	127	13115	8	23	6	26	20	5	13115	Yes
164	429	867	128	13767	4	17	18	35	17	5	14967	Yes
165	355	824	129	14686	5	24	15	33	18	5	15486	Yes
166	507	949	130	14702	7	24	21	38	17	5	15902	Yes
167	3	447	131	14901	3	22	1	18	17	5	16101	Yes
168	480	999	132	14686	5	24	20	40	20	5	14686	Yes
169	480	974	132	14686	5	24	20	39	19	5	15086	Yes
170	455	971	133	13797	5	21	19	39	20	5	13797	Yes
171	280	692	134	13452	5	17	12	28	16	5	15052	Yes
172	354	844	135	14494	4	19	15	34	19	5	14894	Yes
173	354	869	135	14494	4	19	15	35	20	5	14494	Yes
174	84	571	136	13225	9	21	4	23	19	5	13625	Yes
175	84	471	136	13225	9	21	4	19	15	5	15225	Yes
176	84	495	137	13140	9	20	4	20	16	5	14740	Yes
177	281	671	138	14904	6	21	12	27	15	5	16904	Yes
178	183	695	139	13774	8	20	8	28	20	5	13774	Yes
179	56	524	140	13614	6	24	3	21	18	5	14414	Yes
180	7	517	141	13023	7	17	1	21	20	5	13023	Yes
181	29	545	142	14687	4	20	2	22	20	5	14687	Yes
182	305	700	143	13151	5	25	13	28	15	5	15151	Yes
183	528	950	144	14873	3	25	22	38	16	5	16473	Yes
184	83	594	145	13408	8	19	4	24	20	5	13408	Yes
185	83	494	145	13408	8	19	4	20	16	5	15008	Yes
186	528	924	146	14452	3	24	22	37	15	5	16452	Yes
187	408	847	147	13967	8	22	17	34	17	5	15167	Yes
188	59	493	148	13548	9	18	3	20	17	5	14748	Yes
189	253	749	149	14452	3	24	11	30	19	5	14852	Yes
190	280	670	150	13980	5	20	12	27	15	5	15980	Yes
191	609	995	151	13140	9	20	25	40	15	5	15140	Yes
192	229	748	152	14117	4	23	10	30	20	5	14117	Yes
193	354	874	153	13282	4	24	15	35	20	5	13282	Yes
194	153	550	154	14873	3	25	7	22	15	5	16873	Yes
195	503	950	155	14873	3	25	21	38	17	5	16073	Yes
196	84	525	156	14278	9	25	4	21	17	5	15478	Yes
197	133	598	157	13115	8	23	6	24	18	5	13915	Yes
198	205	647	158	14738	5	22	9	26	17	5	15938	Yes
199	30	525	159	13151	5	25	2	21	19	5	13551	Yes
200	176	624	160	13912	1	24	8	25	17	5	15112	Yes
201	56	448	161	14817	6	23	3	18	15	5	16817	Yes
202	4	420	162	14687	4	20	1	17	16	5	16287	Yes
203	226	618	163	13840	1	18	10	25	15	5	15840	Yes
204	259	699	164	13886	9	24	11	28	17	5	15086	Yes
205	481	948	165	14817	6	23	20	38	18	5	15617	Yes
206	481	973	165	14817	6	23	20	39	19	5	15217	Yes
207	259	699	166	13886	9	24	11	28	17	5	15086	Yes
208	528	949	167	14452	3	24	22	38	16	5	16052	Yes
209	528	974	167	14452	3	24	22	39	17	5	15652	Yes
210	379	872	168	14266	4	22	16	35	19	5	14666	Yes
211	251	775	169	13655	1	25	11	31	20	5	13655	Yes
212	484	874	170	13886	9	24	20	35	15	5	15886	Yes
213	484	949	170	13886	9	24	20	38	18	5	14686	Yes
214	526	947	171	13375	1	22	22	38	16	5	14975	Yes
215	456	918	172	14903	6	18	19	37	18	5	15703	Yes
216	456	968	172	14903	6	18	19	39	20	5	14903	Yes
217	409	918	173	13548	9	18	17	37	20	5	13548	Yes
218	409	868	173	13548	9	18	17	35	18	5	14348	Yes
219	502	899	174	14998	2	24	21	36	15	5	16998	Yes
220	502	974	174	14998	2	24	21	39	18	5	15798	Yes
221	559	995	175	13140	9	20	23	40	17	5	14340	Yes
222	279	700	176	14312	4	25	12	28	16	5	15912	Yes
223	130	522	177	14738	5	22	6	21	15	5	16738	Yes
224	430	850	178	13151	5	25	18	34	16	5	14751	Yes
225	402	875	179	13959	2	25	17	35	18	5	14759	Yes
226	402	850	179	13959	2	25	17	34	17	5	15159	Yes
227	254	742	180	13767	4	17	11	30	19	5	14167	Yes
228	254	767	180	13767	4	17	11	31	20	5	13767	Yes
229	251	746	181	14700	1	21	11	30	19	5	15100	Yes
230	107	567	182	13023	7	17	5	23	18	5	13823	Yes
231	584	968	183	13548	9	18	24	39	15	5	15548	Yes
232	84	524	184	13886	9	24	4	21	17	5	15086	Yes
233	82	545	185	13835	7	20	4	22	18	5	14635	Yes
234	452	874	186	14998	2	24	19	35	16	5	16598	Yes
235	401	824	187	13912	1	24	17	33	16	5	15512	Yes
236	353	772	188	14901	3	22	15	31	16	5	16501	Yes
237	605	996	189	13797	5	21	25	40	15	5	15797	Yes
238	57	571	190	14387	7	21	3	23	20	5	14387	Yes
239	201	618	191	13840	1	18	9	25	16	5	15440	Yes
240	326	725	192	13655	1	25	14	29	15	5	15655	Yes
241	558	1000	193	13994	8	25	23	40	17	5	15194	Yes
242	434	896	194	13225	9	21	18	36	18	5	14025	Yes
243	434	871	194	13225	9	21	18	35	17	5	14425	Yes
244	278	668	195	13264	3	18	12	27	15	5	15264	Yes
245	581	999	196	13614	6	24	24	40	16	5	15214	Yes
246	203	669	197	13026	3	19	9	27	18	5	13826	Yes
247	203	644	197	13026	3	19	9	26	17	5	14226	Yes
248	281	798	198	14817	6	23	12	32	20	5	14817	Yes
249	332	745	199	13835	7	20	14	30	16	5	15435	Yes
250	332	845	199	13835	7	20	14	34	20	5	13835	Yes
251	504	996	200	14710	4	21	21	40	19	5	15110	Yes
252	504	946	200	14710	4	21	21	38	17	5	15910	Yes
253	504	971	200	14710	4	21	21	39	18	5	15510	Yes
254	209	649	201	13886	9	24	9	26	17	5	15086	Yes
255	427	819	202	13373	2	19	18	33	15	5	15373	Yes
256	206	619	203	14790	6	19	9	25	16	5	16390	Yes
257	206	669	203	14790	6	19	9	27	18	5	15590	Yes
258	177	698	204	14579	2	23	8	28	20	5	14579	Yes
259	2	420	205	13620	2	20	1	17	16	5	15220	Yes
260	257	720	206	13835	7	20	11	29	18	5	14635	Yes
261	258	669	207	13408	8	19	11	27	16	5	15008	Yes
262	101	623	208	13355	1	23	5	25	20	5	13355	Yes
263	101	573	208	13355	1	23	5	23	18	5	14155	Yes
264	282	796	209	14387	7	21	12	32	20	5	14387	Yes
265	282	746	209	14387	7	21	12	30	18	5	15187	Yes
266	276	669	210	13869	1	19	12	27	15	5	15869	Yes
267	157	617	211	13023	7	17	7	25	18	5	13823	Yes
268	280	770	212	13980	5	20	12	31	19	5	14380	Yes
269	280	745	212	13980	5	20	12	30	18	5	14780	Yes
270	378	825	213	14873	3	25	16	33	17	5	16073	Yes
271	58	473	214	13115	8	23	3	19	16	5	14715	Yes
272	102	618	215	13062	2	18	5	25	20	5	13062	Yes
273	207	694	216	13339	7	19	9	28	19	5	13739	Yes
274	207	644	216	13339	7	19	9	26	17	5	14539	Yes
275	176	649	217	13912	1	24	8	26	18	5	14712	Yes
276	230	698	218	13068	5	23	10	28	18	5	13868	Yes
277	505	967	219	13452	5	17	21	39	18	5	14252	Yes
278	581	1000	220	13119	6	25	24	40	16	5	14719	Yes
279	4	448	221	14117	4	23	1	18	17	5	15317	Yes
280	331	742	222	13511	6	17	14	30	16	5	15111	Yes
281	331	792	222	13511	6	17	14	32	18	5	14311	Yes
282	31	522	223	14682	6	22	2	21	19	5	15082	Yes
283	304	744	224	14494	4	19	13	30	17	5	15694	Yes
284	257	750	225	13326	7	25	11	30	19	5	13726	Yes
285	176	669	226	13869	1	19	8	27	19	5	14269	Yes
286	552	974	227	14998	2	24	23	39	16	5	16598	Yes
287	403	793	228	13264	3	18	17	32	15	5	15264	Yes
288	403	918	228	13264	3	18	17	37	20	5	13264	Yes
289	176	574	229	13912	1	24	8	23	15	5	15912	Yes
290	431	893	230	14903	6	18	18	36	18	5	15703	Yes
291	377	825	231	13959	2	25	16	33	17	5	15159	Yes
292	377	900	231	13959	2	25	16	36	20	5	13959	Yes
293	104	593	232	13428	4	18	5	24	19	5	13828	Yes
294	153	617	233	14555	3	17	7	25	18	5	15355	Yes
295	551	994	234	13869	1	19	23	40	17	5	15069	Yes
296	580	1000	235	13151	5	25	24	40	16	5	14751	Yes
297	529	995	236	14687	4	20	22	40	18	5	15487	Yes
298	305	822	237	14738	5	22	13	33	20	5	14738	Yes
299	206	725	238	13119	6	25	9	29	20	5	13119	Yes
300	383	894	239	13408	8	19	16	36	20	5	13408	Yes
301	383	844	239	13408	8	19	16	34	18	5	14208	Yes
302	376	850	240	13655	1	25	16	34	18	5	14455	Yes
303	79	524	241	13282	4	24	4	21	17	5	14482	Yes
304	79	474	241	13282	4	24	4	19	15	5	15282	Yes
305	505	892	242	13452	5	17	21	36	15	5	15452	Yes
306	182	622	243	13887	7	22	8	25	17	5	15087	Yes
307	484	895	244	13140	9	20	20	36	16	5	14740	Yes
308	484	995	244	13140	9	20	20	40	20	5	13140	Yes
309	481	920	245	14140	6	20	20	37	17	5	15340	Yes
310	481	970	245	14140	6	20	20	39	19	5	14540	Yes
311	9	444	246	14122	9	19	1	18	17	5	15322	Yes
312	84	495	247	13140	9	20	4	20	16	5	14740	Yes
313	31	450	248	13119	6	25	2	18	16	5	14719	Yes
314	451	968	249	13840	1	18	19	39	20	5	13840	Yes
315	451	918	249	13840	1	18	19	37	18	5	14640	Yes
316	454	850	250	14312	4	25	19	34	15	5	16312	Yes
317	401	817	251	14432	1	17	17	33	16	5	16032	Yes
318	452	950	252	13959	2	25	19	38	19	5	14359	Yes
319	452	875	252	13959	2	25	19	35	16	5	15559	Yes
320	358	873	253	13115	8	23	15	35	20	5	13115	Yes
321	454	968	254	13428	4	18	19	39	20	5	13428	Yes
322	105	517	255	13452	5	17	5	21	16	5	15052	Yes
323	309	747	256	13713	9	22	13	30	17	5	14913	Yes
324	208	623	257	13115	8	23	9	25	16	5	14715	Yes
325	6	424	258	13614	6	24	1	17	16	5	15214	Yes
326	158	544	259	13408	8	19	7	22	15	5	15408	Yes
327	326	747	260	13375	1	22	14	30	16	5	14975	Yes
328	326	722	260	13375	1	22	14	29	15	5	15375	Yes
329	129	650	261	14312	4	25	6	26	20	5	14312	Yes
330	228	669	262	13026	3	19	10	27	17	5	14226	Yes
331	151	567	263	14432	1	17	7	23	16	5	16032	Yes
332	527	971	264	14931	2	21	22	39	17	5	16131	Yes
333	409	874	265	13886	9	24	17	35	18	5	14686	Yes
334	409	799	265	13886	9	24	17	32	15	5	15886	Yes
335	158	671	266	13229	8	21	7	27	20	5	13229	Yes
336	57	549	267	14702	7	24	3	22	19	5	15102	Yes
337	328	845	268	13922	3	20	14	34	20	5	13922	Yes
338	506	919	269	14790	6	19	21	37	16	5	16390	Yes
339	506	894	269	14790	6	19	21	36	15	5	16790	Yes
340	283	718	270	13155	8	18	12	29	17	5	14355	Yes
341	409	895	271	13140	9	20	17	36	19	5	13540	Yes
342	409	795	271	13140	9	20	17	32	15	5	15140	Yes
343	409	820	271	13140	9	20	17	33	16	5	14740	Yes
344	159	545	272	13140	9	20	7	22	15	5	15140	Yes
345	407	798	273	14994	7	23	17	32	15	5	16994	Yes
346	479	995	274	14687	4	20	20	40	20	5	14687	Yes
347	583	999	275	13286	8	24	24	40	16	5	14886	Yes
348	76	546	276	14700	1	21	4	22	18	5	15500	Yes
349	476	918	277	13840	1	18	20	37	17	5	15040	Yes
350	326	850	278	13655	1	25	14	34	20	5	13655	Yes
351	430	843	279	13060	5	18	18	34	16	5	14660	Yes
352	429	874	280	13282	4	24	18	35	17	5	14482	Yes
353	429	899	280	13282	4	24	18	36	18	5	14082	Yes
354	128	600	281	14873	3	25	6	24	18	5	15673	Yes
355	128	545	282	13922	3	20	6	22	16	5	15522	Yes
356	128	645	282	13922	3	20	6	26	20	5	13922	Yes
357	228	643	283	13264	3	18	10	26	16	5	14864	Yes
358	358	844	284	13408	8	19	15	34	19	5	13808	Yes
359	433	900	285	13994	8	25	18	36	18	5	14794	Yes
360	133	520	286	13774	8	20	6	21	15	5	15774	Yes
361	209	620	287	13140	9	20	9	25	16	5	14740	Yes
362	581	994	288	14790	6	19	24	40	16	5	16390	Yes
363	457	895	289	13835	7	20	19	36	17	5	15035	Yes
364	54	517	290	13767	4	17	3	21	18	5	14567	Yes
365	54	469	291	14494	4	19	3	19	16	5	16094	Yes
366	54	544	291	14494	4	19	3	22	19	5	14894	Yes
367	232	648	292	14994	7	23	10	26	16	5	16594	Yes
368	276	722	293	13375	1	22	12	29	17	5	14575	Yes
369	276	747	293	13375	1	22	12	30	18	5	14175	Yes
370	3	498	294	14916	3	23	1	20	19	5	15316	Yes
371	433	870	295	13774	8	20	18	35	17	5	14974	Yes
372	433	845	295	13774	8	20	18	34	16	5	15374	Yes
373	433	920	295	13774	8	20	18	37	19	5	14174	Yes
374	8	400	296	13994	8	25	1	16	15	5	15994	Yes
375	8	450	296	13994	8	25	1	18	17	5	15194	Yes
376	284	696	297	13225	9	21	12	28	16	5	14825	Yes
377	326	749	298	13912	1	24	14	30	16	5	15512	Yes
378	326	799	298	13912	1	24	14	32	18	5	14712	Yes
379	206	592	299	13511	6	17	9	24	15	5	15511	Yes
380	281	718	300	14903	6	18	12	29	17	5	16103	Yes
381	3	497	301	14901	3	22	1	20	19	5	15301	Yes
382	3	422	301	14901	3	22	1	17	16	5	16501	Yes
383	502	997	302	14927	2	22	21	40	19	5	15327	Yes
384	502	972	302	14927	2	22	21	39	18	5	15727	Yes
385	177	694	303	13373	2	19	8	28	20	5	13373	Yes
386	453	895	304	13922	3	20	19	36	17	5	15122	Yes
387	453	947	305	14901	3	22	19	38	19	5	15301	Yes
388	453	922	305	14901	3	22	19	37	18	5	15701	Yes
389	453	972	305	14901	3	22	19	39	20	5	14901	Yes
390	476	973	306	13355	1	23	20	39	19	5	13755	Yes
391	583	992	307	13295	8	17	24	40	16	5	14895	Yes
392	101	522	308	13375	1	22	5	21	16	5	14975	Yes
393	277	696	309	14931	2	21	12	28	16	5	16531	Yes
394	253	675	310	14873	3	25	11	27	16	5	16473	Yes
395	253	725	310	14873	3	25	11	29	18	5	15673	Yes
396	558	947	311	13967	8	22	23	38	15	5	15967	Yes
397	351	847	312	13375	1	22	15	34	19	5	13775	Yes
398	128	549	313	14452	3	24	6	22	16	5	16052	Yes
399	32	442	314	13023	7	17	2	18	16	5	14623	Yes
400	431	847	315	14682	6	22	18	34	16	5	16282	Yes
401	431	922	315	14682	6	22	18	37	19	5	15082	Yes
402	606	992	316	13511	6	17	25	40	15	5	15511	Yes
403	329	846	317	14710	4	21	14	34	20	5	14710	Yes
404	453	921	318	14005	3	21	19	37	18	5	14805	Yes
405	453	846	318	14005	3	21	19	34	15	5	16005	Yes
406	453	971	318	14005	3	21	19	39	20	5	14005	Yes
407	552	944	319	13373	2	19	23	38	15	5	15373	Yes
408	329	822	320	14266	4	22	14	33	19	5	14666	Yes
409	329	847	320	14266	4	22	14	34	20	5	14266	Yes
410	233	746	321	13229	8	21	10	30	20	5	13229	Yes
411	531	993	322	14903	6	18	22	40	18	5	15703	Yes
412	531	968	322	14903	6	18	22	39	17	5	16103	Yes
413	201	646	323	14700	1	21	9	26	17	5	15900	Yes
414	483	895	324	13774	8	20	20	36	16	5	15374	Yes
415	282	671	325	14387	7	21	12	27	15	5	16387	Yes
416	282	746	325	14387	7	21	12	30	18	5	15187	Yes
417	580	974	326	14686	5	24	24	39	15	5	16686	Yes
418	228	697	327	14901	3	22	10	28	18	5	15701	Yes
419	209	593	328	13548	9	18	9	24	15	5	15548	Yes
420	209	668	328	13548	9	18	9	27	18	5	14348	Yes
421	177	573	329	14579	2	23	8	23	15	5	16579	Yes
422	177	598	329	14579	2	23	8	24	16	5	16179	Yes
423	181	598	330	14817	6	23	8	24	16	5	16417	Yes
424	181	698	330	14817	6	23	8	28	20	5	14817	Yes
425	131	649	331	13614	6	24	6	26	20	5	13614	Yes
426	233	696	332	13229	8	21	10	28	18	5	14029	Yes
427	233	671	332	13229	8	21	10	27	17	5	14429	Yes
428	233	746	332	13229	8	21	10	30	20	5	13229	Yes
429	129	595	333	14687	4	20	6	24	18	5	15487	Yes
430	334	719	334	14122	9	19	14	29	15	5	16122	Yes
431	176	669	335	13869	1	19	8	27	19	5	14269	Yes
432	176	594	335	13869	1	19	8	24	16	5	15469	Yes
433	80	520	336	13980	5	20	4	21	17	5	15180	Yes
434	80	570	336	13980	5	20	4	23	19	5	14380	Yes
435	556	972	337	14682	6	22	23	39	16	5	16282	Yes
436	356	867	338	13511	6	17	15	35	20	5	13511	Yes
437	356	842	338	13511	6	17	15	34	19	5	13911	Yes
438	356	767	338	13511	6	17	15	31	16	5	15111	Yes
439	153	623	339	14916	3	23	7	25	18	5	15716	Yes
440	153	548	339	14916	3	23	7	22	15	5	16916	Yes
441	481	992	340	13511	6	17	20	40	20	5	13511	Yes
442	131	573	341	14817	6	23	6	23	17	5	16017	Yes
443	454	923	342	14117	4	23	19	37	18	5	14917	Yes
444	526	918	343	13840	1	18	22	37	15	5	15840	Yes
445	530	945	344	13980	5	20	22	38	16	5	15580	Yes
446	555	947	345	14738	5	22	23	38	15	5	16738	Yes
447	80	546	346	13797	5	21	4	22	18	5	14597	Yes
448	134	574	347	13886	9	24	6	23	17	5	15086	Yes
449	184	673	348	14566	9	23	8	27	19	5	14966	Yes
450	381	792	349	13511	6	17	16	32	16	5	15111	Yes
451	384	847	350	13713	9	22	16	34	18	5	14513	Yes
452	3	474	351	14452	3	24	1	19	18	5	15252	Yes
453	380	900	352	13151	5	25	16	36	20	5	13151	Yes
454	351	844	353	13869	1	19	15	34	19	5	14269	Yes
455	351	819	353	13869	1	19	15	33	18	5	14669	Yes
456	351	744	353	13869	1	19	15	30	15	5	15869	Yes
457	307	722	354	13887	7	22	13	29	16	5	15487	Yes
458	476	867	355	14432	1	17	20	35	15	5	16432	Yes
459	531	947	356	14682	6	22	22	38	16	5	16282	Yes
460	277	771	357	14931	2	21	12	31	19	5	15331	Yes
461	483	869	358	13408	8	19	20	35	15	5	15408	Yes
